timestamp,power_w,sample_count,load_lag_1h,load_lag_24h,load_lag_168h,load_roll_mean_3h,load_roll_mean_24h,hour,hour_sin,hour_cos,day_of_week,is_weekend,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR,CLOUD_AMT
2015-03-24 17:00:00+00:00,17616.441333333332,60.0,20012.391166666665,17080.9655,27507.9715,24159.149611111094,13796.640921527776,17,-0.9659258262890683,-0.25881904510252063,1,0,0.0,0.0,0.0,0.0,26.89,23.79,0.56,117.5,98.75,0.0,93.76
2015-03-24 18:00:00+00:00,20008.76983333333,60.0,17616.441333333332,22851.556166666665,28457.248333333333,21347.95044444443,13818.952414583333,18,-1.0,-1.8369701987210297e-16,1,0,0.0,0.0,0.0,0.0,26.11,25.24,0.76,115.6,98.76,0.0,94.41
2015-03-24 19:00:00+00:00,16680.950166666666,60.0,20008.76983333333,25629.913666666667,22615.215333333334,19212.534111111094,13700.502984027777,19,-0.9659258262890684,0.2588190451025203,1,0,0.0,0.0,0.0,0.0,25.28,25.92,0.93,112.1,98.75,0.0,91.62
2015-03-24 20:00:00+00:00,17824.704,60.0,16680.950166666666,24524.291833333333,19852.95116666667,18102.05377777776,13327.629504861112,20,-0.8660254037844386,0.5000000000000001,1,0,0.0,0.0,0.0,0.0,24.52,27.28,1.02,112.5,98.74,0.0,89.15
2015-03-24 21:00:00+00:00,16168.2165,60.0,17824.704,15377.945166666666,16776.5975,18171.47466666665,13048.480011805555,21,-0.7071067811865477,0.7071067811865474,1,0,0.0,0.0,0.0,0.0,23.84,28.35,1.0,106.3,98.72,0.0,100.0
2015-03-24 22:00:00+00:00,12836.835333333333,60.0,16168.2165,11944.272333333332,11842.382666666666,16891.290222222207,13081.407984027777,22,-0.5000000000000004,0.8660254037844384,1,0,0.0,0.0,0.0,0.0,23.12,28.83,1.0,91.1,98.72,0.0,61.18
2015-03-24 23:00:00+00:00,11680.8605,60.0,12836.835333333333,10977.526166666668,11884.641583333334,15609.918611111098,13118.598109027776,23,-0.25881904510252157,0.9659258262890681,1,0,0.0,0.0,0.0,0.0,22.26,30.97,1.05,79.5,98.75,0.0,60.13
2015-03-25 00:00:00+00:00,9765.161833333334,60.0,11680.8605,9642.334366666668,9316.279416666666,13561.970777777764,13147.90370625,0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,21.63,32.51,1.05,76.2,98.8,0.0,97.11
2015-03-25 01:00:00+00:00,5741.55425,60.0,9765.161833333334,6157.970966666666,8830.867283333333,11427.619222222207,13153.021517361112,1,0.25881904510252074,0.9659258262890683,2,0,69.15,81.67,55.9,73.4,22.13,36.4,0.74,71.1,98.86,0.0,75.9
2015-03-25 02:00:00+00:00,6710.669983333334,60.0,5741.55425,6433.190166666666,8608.697866666666,9062.525527777763,13135.670820833335,2,0.49999999999999994,0.8660254037844387,2,0,255.05,360.89,138.97,269.88,23.75,34.75,0.24,35.0,98.95,0.0,54.75
2015-03-25 03:00:00+00:00,8539.294383333334,60.0,6710.669983333334,6481.024583333333,12630.008783333333,7405.7953555555405,13147.23247986111,3,0.7071067811865476,0.7071067811865476,2,0,478.42,549.59,176.0,485.42,25.66,34.28,0.4,244.7,99.02,0.0,34.25
2015-03-25 04:00:00+00:00,8723.12775,60.0,8539.294383333334,7737.2453,11149.931846153846,6997.172872222208,13232.99372152778,4,0.8660254037844386,0.5000000000000001,2,0,662.85,623.6,211.72,671.58,29.94,24.62,0.79,187.3,99.04,0.0,37.28
2015-03-25 05:00:00+00:00,8677.413283333333,60.0,8723.12775,8675.699633333334,,7991.030705555541,13274.072156944445,5,0.9659258262890683,0.25881904510252074,2,0,800.08,734.49,218.32,804.62,33.48,19.25,0.5,139.9,99.0,0.0,33.71
2015-03-25 06:00:00+00:00,8732.538116666667,60.0,8677.413283333333,8842.586333333333,,8646.611805555542,13274.143559027776,6,1.0,6.123233995736766e-17,2,0,848.4,608.25,308.54,880.7,35.05,18.19,0.49,15.5,98.93,0.0,52.87
2015-03-25 07:00:00+00:00,7481.921133333333,60.0,8732.538116666667,7998.5269,,8711.026383333317,13269.558216666665,7,0.9659258262890683,-0.25881904510252063,2,0,865.22,682.91,244.48,874.08,36.14,17.45,1.24,351.7,98.83,0.0,17.83
2015-03-25 08:00:00+00:00,9902.8871,60.0,7481.921133333333,7684.456833333333,,8297.290844444431,13248.032976388888,8,0.8660254037844387,-0.4999999999999998,2,0,790.67,674.36,212.04,794.85,36.34,17.56,1.8,344.5,98.75,0.0,10.62
2015-03-25 09:00:00+00:00,8999.613833333333,60.0,9902.8871,8058.496266666667,,8705.782116666653,13340.467570833333,9,0.7071067811865476,-0.7071067811865475,2,0,648.6,610.09,200.86,650.55,35.97,18.2,2.05,339.4,98.68,0.0,5.86
2015-03-25 10:00:00+00:00,7853.416683333333,60.0,8999.613833333333,9332.365500000002,,8794.80735555554,13379.680802777779,10,0.49999999999999994,-0.8660254037844387,2,0,453.48,503.65,169.74,453.52,35.2,19.32,2.12,334.0,98.65,0.0,1.05
2015-03-25 11:00:00+00:00,8039.5021,60.0,7853.416683333333,8704.576333333334,,8918.63920555554,13318.057935416664,11,0.258819045102521,-0.9659258262890682,2,0,230.55,319.85,120.56,237.27,33.61,24.06,1.71,324.7,98.67,0.0,19.81
2015-03-25 12:00:00+00:00,9122.0714,60.0,8039.5021,9663.811766666668,17872.444850000003,8297.510872222207,13290.346509027777,12,1.2246467991473532e-16,-1.0,2,0,48.03,41.97,42.64,51.15,30.28,38.23,1.73,304.1,98.73,0.0,39.69
2015-03-25 13:00:00+00:00,22672.275833333333,60.0,9122.0714,24843.1775,24634.54133333333,8338.330061111097,13267.773993750001,13,-0.2588190451025208,-0.9659258262890683,2,0,0.0,0.0,0.0,0.0,28.27,36.31,2.13,293.8,98.81,0.0,59.73
2015-03-25 14:00:00+00:00,23731.286,60.0,22672.275833333333,26050.038833333336,19981.51233333333,13277.949777777763,13177.31975763889,14,-0.4999999999999997,-0.8660254037844388,2,0,0.0,0.0,0.0,0.0,26.91,38.72,2.33,292.5,98.88,0.0,28.29
2015-03-25 15:00:00+00:00,16610.715,60.0,23731.286,26415.01883333333,15000.421166666669,18508.5444111111,13080.705056249999,15,-0.7071067811865471,-0.7071067811865479,2,0,0.0,0.0,0.0,0.0,25.77,40.1,2.44,293.9,98.93,0.0,44.01
2015-03-25 16:00:00+00:00,19057.763166666668,60.0,16610.715,20012.391166666665,16738.591,21004.75894444443,12672.192396527777,16,-0.8660254037844385,-0.5000000000000004,2,0,0.0,0.0,0.0,0.0,24.65,42.52,2.59,297.2,98.96,0.0,51.47
2015-03-25 17:00:00+00:00,18069.78,60.0,19057.763166666668,17616.441333333332,26500.90133333333,19799.921388888877,12632.416229861112,17,-0.9659258262890683,-0.25881904510252063,2,0,0.0,0.0,0.0,0.0,23.54,44.43,2.72,304.0,98.97,0.0,38.02
2015-03-25 18:00:00+00:00,27545.6,60.0,18069.78,20008.76983333333,26468.206166666667,17912.75272222221,12651.305340972222,18,-1.0,-1.8369701987210297e-16,2,0,0.0,0.0,0.0,0.0,22.47,46.76,2.84,314.1,98.96,0.0,1.05
2015-03-25 19:00:00+00:00,33276.689999999995,60.0,27545.6,16680.950166666666,26759.1965,21557.71438888888,12965.339931249999,19,-0.9659258262890684,0.2588190451025203,2,0,0.0,0.0,0.0,0.0,21.55,49.14,2.94,324.4,98.93,0.0,26.86
2015-03-25 20:00:00+00:00,26054.968666666668,60.0,33276.689999999995,17824.704,14938.297333333332,26297.35666666665,13656.829090972222,20,-0.8660254037844386,0.5000000000000001,2,0,0.0,0.0,0.0,0.0,20.9,51.18,2.94,333.8,98.89,0.0,21.39
2015-03-25 21:00:00+00:00,23855.134166666667,60.0,26054.968666666668,16168.2165,12385.082333333332,28959.086222222206,13999.756785416668,21,-0.7071067811865477,0.7071067811865474,2,0,0.0,0.0,0.0,0.0,20.4,53.22,2.81,340.0,98.85,0.0,15.74
2015-03-25 22:00:00+00:00,22375.5915,60.0,23855.134166666667,12836.835333333333,11184.436666666666,27728.930944444426,14320.045021527776,22,-0.5000000000000004,0.8660254037844384,2,0,0.0,0.0,0.0,0.0,19.69,55.33,2.62,342.3,98.84,0.0,17.77
2015-03-25 23:00:00+00:00,14088.257,60.0,22375.5915,11680.8605,10069.7915,24095.23144444443,14717.493195138888,23,-0.25881904510252157,0.9659258262890681,2,0,0.0,0.0,0.0,0.0,19.31,55.41,2.33,338.8,98.86,0.0,8.38
2015-03-26 00:00:00+00:00,11199.005700000002,60.0,14088.257,9765.161833333334,8572.34345,20106.32755555554,14817.80138263889,0,0.0,1.0,3,0,0.0,0.0,0.0,0.0,19.61,52.96,1.9,327.9,98.91,0.0,18.93
2015-03-26 01:00:00+00:00,9293.03225,60.0,11199.005700000002,5741.55425,7587.027233333333,15887.61806666665,14877.544877083332,1,0.25881904510252074,0.9659258262890683,3,0,73.38,95.48,53.27,75.88,21.22,52.23,1.42,310.4,98.97,0.0,10.98
2015-03-26 02:00:00+00:00,8646.610366666666,60.0,9293.03225,6710.669983333334,8784.671066666666,11526.76498333332,15025.523127083332,2,0.49999999999999994,0.8660254037844387,3,0,262.73,366.89,120.54,274.52,24.23,39.27,1.46,287.6,99.04,0.0,10.69
2015-03-26 03:00:00+00:00,8866.888683333333,60.0,8646.610366666666,8539.294383333334,13854.6973,9712.882772222209,15106.187309722221,3,0.7071067811865476,0.7071067811865476,3,0,478.33,552.06,154.44,493.2,27.61,33.49,1.19,272.9,99.11,0.0,7.79
2015-03-26 04:00:00+00:00,8967.388183333333,60.0,8866.888683333333,8723.12775,9409.627233333333,8935.510433333317,15119.837072222219,4,0.8660254037844386,0.5000000000000001,3,0,671.08,658.44,178.07,682.75,32.9,20.61,1.38,263.3,99.14,0.0,4.97
2015-03-26 05:00:00+00:00,9870.769516666664,60.0,8967.388183333333,8677.413283333333,12330.974,8826.962411111097,15130.014590277779,5,0.9659258262890683,0.25881904510252074,3,0,816.72,712.42,202.82,816.92,35.13,17.19,1.58,261.6,99.12,0.0,1.48
2015-03-26 06:00:00+00:00,8967.680983333334,60.0,9870.769516666664,8732.538116666667,14359.502833333334,9235.015461111094,15179.737766666667,6,1.0,6.123233995736766e-17,3,0,833.67,591.14,269.83,833.85,36.09,16.62,1.75,261.1,99.06,0.0,2.32
2015-03-26 07:00:00+00:00,8621.727933333334,60.0,8967.680983333334,7481.921133333333,9724.2941,9268.61289444443,15189.535386111113,7,0.9659258262890683,-0.25881904510252063,3,0,824.65,576.02,273.3,824.8,36.66,16.4,1.88,264.8,98.96,0.0,3.16
2015-03-26 08:00:00+00:00,8494.265933333334,60.0,8621.727933333334,9902.8871,8596.754833333332,9153.392811111096,15237.02733611111,8,0.8660254037844387,-0.4999999999999998,3,0,695.17,452.76,293.88,748.47,36.73,16.57,2.1,267.3,98.87,0.0,33.34
2015-03-26 09:00:00+00:00,8905.394383333334,60.0,8494.265933333334,8999.613833333333,10066.714833333332,8694.55828333332,15178.334787500002,9,0.7071067811865476,-0.7071067811865475,3,0,580.17,427.59,243.97,602.72,36.65,16.79,2.37,267.8,98.79,0.0,22.36
2015-03-26 10:00:00+00:00,8788.557066666666,60.0,8905.394383333334,7853.416683333333,10132.094616666667,8673.79608333332,15174.408977083333,10,0.49999999999999994,-0.8660254037844387,3,0,404.0,346.78,198.57,409.08,35.89,17.76,2.64,268.9,98.75,0.0,12.3
2015-03-26 11:00:00+00:00,9804.074116666668,60.0,8788.557066666666,8039.5021,8190.484233333334,8729.40579444443,15213.373159722221,11,0.258819045102521,-0.9659258262890682,3,0,202.65,172.4,138.82,206.93,34.3,21.74,2.3,270.0,98.74,0.0,30.62
2015-03-26 12:00:00+00:00,9966.7853,60.0,9804.074116666668,9122.0714,8875.661450000001,9166.00852222221,15286.896993749999,12,1.2246467991473532e-16,-1.0,3,0,42.58,9.3,41.38,43.1,29.99,38.12,2.27,273.5,98.79,0.0,58.89
2015-03-26 13:00:00+00:00,24703.482333333333,60.0,9966.7853,22672.275833333333,25185.955833333333,9519.80549444443,15322.09340625,13,-0.2588190451025208,-0.9659258262890683,3,0,0.0,0.0,0.0,0.0,27.71,39.73,2.79,282.4,98.87,0.0,86.32
2015-03-26 14:00:00+00:00,20873.2565,60.0,24703.482333333333,23731.286,19600.02133333333,14824.780583333319,15406.727010416666,14,-0.4999999999999997,-0.8660254037844388,3,0,0.0,0.0,0.0,0.0,27.14,40.93,2.8,294.5,98.94,0.0,89.75
2015-03-26 15:00:00+00:00,18523.45133333333,60.0,20873.2565,16610.715,16744.397833333333,18514.50804444443,15287.642447916667,15,-0.7071067811865471,-0.7071067811865479,3,0,0.0,0.0,0.0,0.0,26.48,42.26,2.84,306.7,98.99,0.0,99.45
2015-03-26 16:00:00+00:00,17680.221833333333,60.0,18523.45133333333,19057.763166666668,16533.001833333332,21366.73005555554,15367.339795138889,16,-0.8660254037844385,-0.5000000000000004,3,0,0.0,0.0,0.0,0.0,25.75,43.51,2.88,318.9,99.01,0.0,100.0
2015-03-26 17:00:00+00:00,23548.294833333333,60.0,17680.221833333333,18069.78,16855.7325,19025.643222222207,15309.942239583332,17,-0.9659258262890683,-0.25881904510252063,3,0,0.0,0.0,0.0,0.0,24.92,45.11,2.84,327.9,99.0,0.0,99.9
2015-03-26 18:00:00+00:00,27548.022,60.0,23548.294833333333,27545.6,15917.909666666666,19917.32266666665,15538.213690972223,18,-1.0,-1.8369701987210297e-16,3,0,0.0,0.0,0.0,0.0,24.11,47.13,2.75,335.5,98.98,0.0,99.28
2015-03-26 19:00:00+00:00,27724.252,60.0,27548.022,33276.689999999995,14155.286666666663,22925.512888888872,15538.314607638888,19,-0.9659258262890684,0.2588190451025203,3,0,0.0,0.0,0.0,0.0,23.29,49.17,2.67,338.9,98.96,0.01,100.0
2015-03-26 20:00:00+00:00,17100.80316666667,60.0,27724.252,26054.968666666668,13965.334833333332,26273.52294444443,15306.963024305556,20,-0.8660254037844386,0.5000000000000001,3,0,0.0,0.0,0.0,0.0,22.26,51.05,2.77,335.9,98.94,0.01,99.94
2015-03-26 21:00:00+00:00,17163.191333333332,60.0,17100.80316666667,23855.134166666667,14231.974833333334,24124.359055555542,14933.872795138888,21,-0.7071067811865477,0.7071067811865474,3,0,0.0,0.0,0.0,0.0,21.52,52.53,2.82,334.6,98.92,0.01,100.0
2015-03-26 22:00:00+00:00,24850.730166666668,60.0,17163.191333333332,22375.5915,14505.704666666668,20662.74883333332,14655.04184375,22,-0.5000000000000004,0.8660254037844384,3,0,0.0,0.0,0.0,0.0,21.13,53.62,2.81,333.3,98.93,0.0,98.4
2015-03-26 23:00:00+00:00,20987.420666666665,60.0,24850.730166666668,14088.257,12037.156666666668,19704.908222222206,14758.17262152778,23,-0.25881904510252157,0.9659258262890681,3,0,0.0,0.0,0.0,0.0,20.77,54.64,2.78,330.2,98.94,0.0,93.16
2015-03-27 00:00:00+00:00,11587.209866666666,60.0,20987.420666666665,11199.005700000002,10081.6072,21000.447388888875,15045.637774305555,0,0.0,1.0,4,0,0.0,0.0,0.0,0.0,20.55,55.2,2.72,325.3,98.97,0.0,53.45
2015-03-27 01:00:00+00:00,8820.125666666667,60.0,11587.209866666666,9293.03225,7440.894533333334,19141.786899999985,15061.812947916667,1,0.25881904510252074,0.9659258262890683,4,0,63.95,36.91,54.21,65.3,22.61,52.25,2.36,320.2,99.02,0.0,44.27
2015-03-27 02:00:00+00:00,10070.7136,60.0,8820.125666666667,8646.610366666666,8879.312100000001,13798.252066666651,15042.108506944445,2,0.49999999999999994,0.8660254037844387,4,0,234.93,214.34,153.44,242.12,26.22,39.25,3.14,316.0,99.08,0.0,35.6
2015-03-27 03:00:00+00:00,7452.520033333333,60.0,10070.7136,8866.888683333333,12980.3834,10159.349711111097,15101.446141666667,3,0.7071067811865476,0.7071067811865476,4,0,434.92,403.42,188.12,445.55,29.66,33.07,2.55,308.0,99.11,0.0,26.6
2015-03-27 04:00:00+00:00,8124.7837,60.0,7452.520033333333,8967.388183333333,12070.721333333331,8781.119766666652,15042.514114583335,4,0.8660254037844386,0.5000000000000001,4,0,623.92,514.6,218.15,634.3,33.69,23.15,3.24,294.4,99.11,0.0,17.91
2015-03-27 05:00:00+00:00,8469.595066666667,60.0,8124.7837,9870.769516666664,12255.07,8549.339111111096,15007.405594444443,5,0.9659258262890683,0.25881904510252074,4,0,767.15,575.06,257.36,773.22,35.17,21.07,3.51,291.0,99.07,0.0,9.05
2015-03-27 06:00:00+00:00,11041.293766666668,60.0,8469.595066666667,8967.680983333334,10751.922933333331,8015.63293333332,14949.023325694443,6,1.0,6.123233995736766e-17,4,0,917.12,842.31,150.43,917.12,36.17,19.66,3.78,289.5,98.99,0.0,0.0
2015-03-27 07:00:00+00:00,10011.353616666664,60.0,11041.293766666668,8621.727933333334,8936.139333333333,9211.89084444443,15035.423858333334,7,0.9659258262890683,-0.25881904510252063,4,0,914.72,846.55,150.23,914.72,36.74,18.17,4.04,288.9,98.88,0.0,0.0
2015-03-27 08:00:00+00:00,9454.38255,60.0,10011.353616666664,8494.265933333334,10204.374933333334,9840.747483333318,15093.324928472224,8,0.8660254037844387,-0.4999999999999998,4,0,839.5,846.37,142.17,839.7,36.88,16.88,4.34,290.1,98.79,0.0,4.21
2015-03-27 09:00:00+00:00,9904.981766666666,60.0,9454.38255,8905.394383333334,10466.78327118644,10169.009977777763,15133.329787499999,9,0.7071067811865476,-0.7071067811865475,4,0,697.03,794.03,135.6,697.47,36.67,15.91,4.6,292.5,98.7,0.0,8.49
2015-03-27 10:00:00+00:00,10163.657983333334,60.0,9904.981766666666,8788.557066666666,9118.2261,9790.239311111096,15174.979261805556,10,0.49999999999999994,-0.8660254037844387,4,0,501.52,718.72,116.1,502.5,35.84,15.95,4.68,294.4,98.66,0.0,17.97
2015-03-27 11:00:00+00:00,9145.072866666666,60.0,10163.657983333334,9804.074116666668,7715.188733333333,9841.00743333332,15232.27513333333,11,0.258819045102521,-0.9659258262890682,4,0,265.02,488.36,104.9,276.1,34.18,18.51,4.04,294.7,98.66,0.0,27.36
2015-03-27 12:00:00+00:00,10097.43485,60.0,9145.072866666666,9966.7853,8954.8287,9737.904205555542,15204.816747916668,12,1.2246467991473532e-16,-1.0,4,0,60.2,122.77,45.61,64.6,29.37,32.76,2.77,291.6,98.69,0.0,35.97
2015-03-27 13:00:00+00:00,19030.89583333333,60.0,10097.43485,24703.482333333333,19576.2041,9802.055233333318,15210.260479166665,13,-0.2588190451025208,-0.9659258262890683,4,0,0.0,0.0,0.0,0.0,26.15,36.83,3.22,290.5,98.75,0.0,48.29
2015-03-27 14:00:00+00:00,20443.3945,60.0,19030.89583333333,20873.2565,35871.214,12757.801183333317,14973.902708333335,14,-0.4999999999999997,-0.8660254037844388,4,0,0.0,0.0,0.0,0.0,24.99,38.04,3.31,289.8,98.83,0.0,51.46
2015-03-27 15:00:00+00:00,16426.876666666667,60.0,20443.3945,18523.45133333333,21080.9925,16523.90839444443,14955.991791666667,15,-0.7071067811865471,-0.7071067811865479,4,0,0.0,0.0,0.0,0.0,23.97,39.4,3.32,286.5,98.88,0.0,51.49
2015-03-27 16:00:00+00:00,15911.743166666663,60.0,16426.876666666667,17680.221833333333,12464.329666666668,18633.722333333317,14868.634513888888,16,-0.8660254037844385,-0.5000000000000004,4,0,0.0,0.0,0.0,0.0,23.01,40.74,3.32,283.4,98.87,0.0,58.88
2015-03-27 17:00:00+00:00,16430.246333333333,60.0,15911.743166666663,23548.294833333333,14087.076333333333,17594.00477777776,14794.947902777778,17,-0.9659258262890683,-0.25881904510252063,4,0,0.0,0.0,0.0,0.0,22.12,42.04,3.31,284.2,98.84,0.0,14.81
2015-03-27 18:00:00+00:00,19643.6405,60.0,16430.246333333333,27548.022,13972.5975,16256.288722222205,14498.36254861111,18,-1.0,-1.8369701987210297e-16,4,0,0.0,0.0,0.0,0.0,21.33,43.23,3.21,288.9,98.8,0.0,43.17
2015-03-27 19:00:00+00:00,22496.087,60.0,19643.6405,27724.252,13944.258,17328.543333333317,14169.013319444444,19,-0.9659258262890684,0.2588190451025203,4,0,0.0,0.0,0.0,0.0,20.58,44.4,3.07,296.5,98.75,0.0,35.45
2015-03-27 20:00:00+00:00,24696.82633333333,60.0,22496.087,17100.80316666667,11723.408666666666,19523.324611111097,13951.17311111111,20,-0.8660254037844386,0.5000000000000001,4,0,0.0,0.0,0.0,0.0,19.78,45.68,3.01,303.6,98.71,0.0,27.75
2015-03-27 21:00:00+00:00,15933.997333333333,60.0,24696.82633333333,17163.191333333332,11171.390483333333,22278.85127777776,14267.674076388888,21,-0.7071067811865477,0.7071067811865474,4,0,0.0,0.0,0.0,0.0,19.06,46.77,2.92,309.3,98.69,0.0,20.04
2015-03-27 22:00:00+00:00,12810.771,60.0,15933.997333333333,24850.730166666668,9776.592166666667,21042.30355555554,14216.45765972222,22,-0.5000000000000004,0.8660254037844384,4,0,0.0,0.0,0.0,0.0,18.61,47.23,2.74,314.1,98.71,0.0,36.85
2015-03-27 23:00:00+00:00,13258.7355,60.0,12810.771,20987.420666666665,8811.496883333333,17813.864888888875,13714.792694444443,23,-0.25881904510252157,0.9659258262890681,4,0,0.0,0.0,0.0,0.0,18.45,46.61,2.48,316.8,98.73,0.0,18.96
2015-03-28 00:00:00+00:00,9025.266366666669,60.0,13258.7355,11587.209866666666,7579.567533333334,14001.16794444443,13392.764145833333,0,0.0,1.0,5,1,0.0,0.0,0.0,0.0,18.54,45.26,2.18,314.6,98.78,0.0,3.16
2015-03-28 01:00:00+00:00,6876.848766666666,60.0,9025.266366666669,8820.125666666667,6206.939383333333,11698.257622222207,13286.016499999998,1,0.25881904510252074,0.9659258262890683,5,1,99.3,243.01,55.32,99.95,20.28,47.46,1.7,304.7,98.83,0.0,2.53
2015-03-28 02:00:00+00:00,7449.622266666667,60.0,6876.848766666666,10070.7136,6149.551,9720.28354444443,13205.046629166665,2,0.49999999999999994,0.8660254037844387,5,1,312.67,521.42,110.06,313.73,23.83,32.59,1.94,287.7,98.89,0.0,1.89
2015-03-28 03:00:00+00:00,9010.7029,60.0,7449.622266666667,7452.520033333333,6681.9239333333335,7783.912466666653,13095.834490277775,3,0.7071067811865476,0.7071067811865476,5,1,537.55,689.23,134.69,538.3,27.48,28.02,1.88,264.2,98.94,0.0,1.26
2015-03-28 04:00:00+00:00,8558.292966666666,60.0,9010.7029,8124.7837,9970.9036,7779.057977777763,13160.758776388888,4,0.8660254037844386,0.5000000000000001,5,1,728.5,775.46,148.97,728.83,32.94,17.19,3.11,277.0,98.96,0.0,0.63
2015-03-28 05:00:00+00:00,7826.656383333334,60.0,8558.292966666666,8469.595066666667,10562.9724,8339.539377777763,13178.821662499999,5,0.9659258262890683,0.25881904510252074,5,1,863.92,824.51,156.26,863.92,34.97,14.84,3.96,287.2,98.94,0.0,0.0
2015-03-28 06:00:00+00:00,8903.19605,60.0,7826.656383333334,11041.293766666668,10154.052183333337,8465.217416666652,13152.032550694445,6,1.0,6.123233995736766e-17,5,1,934.55,877.35,160.53,935.72,36.06,14.18,4.51,288.9,98.87,0.0,25.51
2015-03-28 07:00:00+00:00,9257.477816666667,60.0,8903.19605,10011.353616666664,9385.90575,8429.381799999986,13062.945145833333,7,0.9659258262890683,-0.25881904510252063,5,1,928.88,893.6,156.7,930.0,36.73,13.55,4.71,289.4,98.77,0.0,24.39
2015-03-28 08:00:00+00:00,8062.196133333333,60.0,9257.477816666667,9454.38255,7965.7455,8662.443416666652,13031.533654166664,8,0.8660254037844387,-0.4999999999999998,5,1,847.22,865.22,152.53,850.78,36.88,13.45,4.57,290.5,98.64,0.0,17.15
2015-03-28 09:00:00+00:00,9221.6502,60.0,8062.196133333333,9904.981766666666,8020.512416666666,8740.956666666652,12973.525886805555,9,0.7071067811865476,-0.7071067811865475,5,1,699.62,792.13,160.12,705.5,36.58,13.71,4.17,292.4,98.51,0.0,29.28
2015-03-28 10:00:00+00:00,8656.814133333333,60.0,9221.6502,10163.657983333334,7076.867133333333,8847.108049999986,12945.053738194443,10,0.49999999999999994,-0.8660254037844387,5,1,499.23,676.88,145.19,506.95,35.72,14.46,3.55,292.7,98.41,0.0,41.93
2015-03-28 11:00:00+00:00,9517.15065,60.0,8656.814133333333,9145.072866666666,6317.678916666667,8646.886822222208,12882.268577777779,11,0.258819045102521,-0.9659258262890682,5,1,272.8,467.11,116.18,278.0,34.13,17.13,2.56,289.6,98.37,0.0,45.72
2015-03-28 12:00:00+00:00,9871.280816666667,60.0,9517.15065,10097.43485,6940.773883333333,9131.871661111096,12897.77181875,12,1.2246467991473532e-16,-1.0,5,1,64.2,114.26,48.3,65.45,30.41,31.23,1.69,282.0,98.37,0.0,49.46
2015-03-28 13:00:00+00:00,18323.35395,60.0,9871.280816666667,19030.89583333333,18435.12123333333,9348.415199999987,12888.348734027779,13,-0.2588190451025208,-0.9659258262890683,5,1,0.0,0.0,0.0,0.0,29.0,28.65,1.64,270.0,98.42,0.0,53.63
2015-03-28 14:00:00+00:00,21651.10683333333,60.0,18323.35395,20443.3945,21105.5375,12570.595138888873,12858.86782222222,14,-0.4999999999999997,-0.8660254037844388,5,1,0.0,0.0,0.0,0.0,28.18,29.61,1.51,255.4,98.49,0.0,54.67
2015-03-28 15:00:00+00:00,8260.2132,60.0,21651.10683333333,16426.876666666667,17716.568333333336,16615.247199999983,12909.189169444444,15,-0.7071067811865471,-0.7071067811865479,5,1,0.0,0.0,0.0,0.0,27.69,29.51,1.31,233.4,98.55,0.0,50.43
2015-03-28 16:00:00+00:00,12765.356383333334,60.0,8260.2132,15911.743166666663,13153.071666666669,16078.224661111097,12568.911525000001,16,-0.8660254037844385,-0.5000000000000004,5,1,0.0,0.0,0.0,0.0,26.91,29.61,1.3,199.8,98.55,0.0,56.54
2015-03-28 17:00:00+00:00,14808.098,60.0,12765.356383333334,16430.246333333333,12180.715,14225.55880555554,12437.812075694446,17,-0.9659258262890683,-0.25881904510252063,5,1,0.0,0.0,0.0,0.0,25.95,30.62,1.66,170.7,98.52,0.0,22.82
2015-03-28 18:00:00+00:00,17007.408333333333,60.0,14808.098,19643.6405,12646.4265,11944.555861111096,12370.222561805558,18,-1.0,-1.8369701987210297e-16,5,1,0.0,0.0,0.0,0.0,24.46,33.24,2.14,160.3,98.48,0.0,38.91
2015-03-28 19:00:00+00:00,16048.410333333331,60.0,17007.408333333333,22496.087,12308.244166666667,14860.287572222207,12260.37955486111,19,-0.9659258262890684,0.2588190451025203,5,1,0.0,0.0,0.0,0.0,23.2,36.17,2.39,154.5,98.43,0.0,34.49
2015-03-28 20:00:00+00:00,14958.489,60.0,16048.410333333331,24696.82633333333,12291.225166666669,15954.63888888887,11991.726360416666,20,-0.8660254037844386,0.5000000000000001,5,1,0.0,0.0,0.0,0.0,22.3,38.24,2.5,148.6,98.37,0.0,29.5
2015-03-28 21:00:00+00:00,13219.063166666669,60.0,14958.489,15933.997333333333,11962.017,16004.769222222205,11585.96230486111,21,-0.7071067811865477,0.7071067811865474,5,1,0.0,0.0,0.0,0.0,21.82,38.52,2.43,142.2,98.33,0.0,99.14
2015-03-28 22:00:00+00:00,12264.471,60.0,13219.063166666669,12810.771,10849.449333333332,14741.987499999983,11472.840047916667,22,-0.5000000000000004,0.8660254037844384,5,1,0.0,0.0,0.0,0.0,21.45,38.54,2.35,130.7,98.33,0.0,100.0
2015-03-28 23:00:00+00:00,11334.765666666666,60.0,12264.471,13258.7355,10007.10355,13480.674388888874,11450.077547916668,23,-0.25881904510252157,0.9659258262890681,5,1,0.0,0.0,0.0,0.0,20.56,41.82,2.56,116.5,98.37,0.0,100.0
