timestamp,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR,CLOUD_AMT
2014062203,495.4,206.42,291.24,498.77,40.54,22.21,6.12,284.0,97.42,0.09,44.18
2014062204,652.35,285.04,346.69,659.83,41.74,21.0,6.22,284.2,97.42,5.74,63.11
2014062205,782.4,328.85,399.95,788.03,42.68,20.31,6.1,284.0,97.39,8.15,48.6
2014062206,837.2,309.81,476.33,839.65,43.31,19.84,5.96,282.3,97.35,4.6,35.3
2014062207,841.7,358.12,358.57,842.67,43.72,19.63,5.88,280.2,97.28,2.15,17.63
2014062208,770.4,321.53,385.11,772.05,43.8,19.71,5.92,279.0,97.22,0.66,6.82
2014062209,640.8,279.89,359.02,643.65,43.24,20.53,6.12,278.9,97.17,0.18,3.16
2014062210,466.88,211.22,263.42,469.52,42.48,21.63,6.19,278.5,97.15,0.06,6.97
2014062211,267.67,105.09,184.65,278.3,41.52,22.94,6.07,278.7,97.15,0.02,18.26
2014062212,116.32,25.08,100.89,120.6,40.33,24.48,5.7,279.9,97.18,0.01,28.06
2014062213,17.33,0.0,20.07,17.83,38.83,26.67,4.32,282.0,97.22,0.0,37.74
2014062214,0.0,0.0,0.0,0.0,37.35,29.25,3.22,287.1,97.29,0.0,48.33
2014062215,0.0,0.0,0.0,0.0,36.53,30.48,3.14,292.1,97.35,0.0,51.45
2014062216,0.0,0.0,0.0,0.0,36.1,31.04,3.16,298.1,97.4,0.0,29.4
2014062217,0.0,0.0,0.0,0.0,35.39,32.12,3.06,305.3,97.41,0.0,83.72
2014062218,0.0,0.0,0.0,0.0,34.49,33.65,2.95,312.4,97.41,0.0,5.28
2014062219,0.0,0.0,0.0,0.0,33.67,35.22,2.88,316.3,97.42,0.0,9.49
2014062220,0.0,0.0,0.0,0.0,32.99,36.74,2.68,317.3,97.42,0.01,80.92
2014062221,0.0,0.0,0.0,0.0,32.31,38.33,2.31,315.7,97.41,0.03,16.85
2014062222,0.0,0.0,0.0,0.0,31.74,39.98,2.04,310.6,97.41,0.24,5.28
2014062223,0.0,0.0,0.0,0.0,31.31,42.11,1.89,297.4,97.41,2.3,15.81
2014062300,31.55,0.4,31.36,34.35,32.06,41.63,2.19,269.7,97.44,2.36,41.53
2014062301,119.28,15.86,104.61,149.62,34.04,36.72,4.31,249.2,97.46,6.19,66.87
2014062302,214.52,21.89,169.26,314.4,36.34,32.52,5.91,248.6,97.48,31.57,91.93
2014062303,372.52,99.9,236.55,488.2,37.82,31.06,5.78,256.5,97.48,20.64,64.51
2014062304,445.62,132.72,270.4,651.28,38.92,30.37,5.47,264.3,97.48,10.13,60.31
2014062305,510.95,185.23,294.25,770.35,39.9,29.61,5.5,269.4,97.46,6.96,88.36
2014062306,693.58,178.22,398.08,816.67,40.73,28.88,5.86,271.7,97.4,0.13,64.31
2014062307,710.5,195.49,406.47,816.17,41.13,28.39,6.33,273.0,97.32,0.11,95.96
2014062308,737.17,288.88,425.48,747.83,41.13,28.39,6.78,273.0,97.26,0.09,25.89
2014062309,619.95,267.57,352.11,623.47,40.79,28.79,6.89,274.1,97.21,0.09,13.68
2014062310,448.4,196.95,278.68,457.3,40.28,29.12,6.85,277.6,97.18,0.11,11.82
2014062311,262.92,107.03,192.71,274.48,39.39,29.97,6.82,281.4,97.15,0.15,28.6
2014062312,113.53,27.29,98.11,118.6,38.15,31.46,6.54,284.7,97.15,0.17,45.56
2014062313,16.17,0.0,17.56,17.3,36.44,34.69,5.18,286.6,97.18,0.13,66.2
2014062314,0.0,0.0,0.0,0.0,34.98,38.15,4.46,286.4,97.22,0.07,82.71
2014062315,0.0,0.0,0.0,0.0,34.17,39.99,4.7,283.1,97.28,0.08,77.61
2014062316,0.0,0.0,0.0,0.0,33.4,42.21,4.87,278.7,97.32,0.21,65.17
2014062317,0.0,0.0,0.0,0.0,32.66,45.03,4.88,274.1,97.32,1.88,50.38
2014062318,0.0,0.0,0.0,0.0,32.11,47.63,4.97,270.1,97.3,0.01,23.06
2014062319,0.0,0.0,0.0,0.0,31.56,50.54,4.89,266.8,97.28,0.28,20.87
2014062320,0.0,0.0,0.0,0.0,30.95,54.02,4.69,264.6,97.25,0.28,11.55
2014062321,0.0,0.0,0.0,0.0,30.34,57.51,4.18,262.2,97.22,0.28,10.08
2014062322,0.0,0.0,0.0,0.0,29.87,60.24,4.03,259.9,97.21,0.0,25.41
2014062323,0.0,0.0,0.0,0.0,29.47,62.44,3.96,258.2,97.23,0.0,40.67
2014062400,29.02,0.64,28.85,33.85,29.65,62.45,4.39,257.4,97.28,0.01,55.43
2014062401,114.05,19.64,99.82,153.02,31.69,52.95,5.05,265.7,97.32,0.46,70.83
2014062402,199.1,36.07,152.73,317.92,34.43,40.78,5.08,274.2,97.37,1.46,85.97
2014062403,423.67,114.58,290.41,505.3,36.86,32.77,4.85,279.2,97.39,0.17,63.1
2014062404,503.6,194.2,289.61,672.08,38.63,28.09,4.81,283.1,97.4,0.35,79.05
2014062405,740.58,299.26,382.14,794.83,39.94,25.21,4.82,284.4,97.36,0.41,34.17
2014062406,908.35,547.53,306.75,910.72,40.89,23.55,4.93,284.0,97.29,0.26,13.07
2014062407,898.0,584.75,276.11,901.2,41.49,22.84,5.13,282.4,97.21,0.06,36.3
2014062408,820.17,497.97,310.44,823.3,41.74,22.73,5.5,279.7,97.14,0.01,4.87
2014062409,686.12,437.53,277.29,690.95,41.65,23.21,5.84,278.9,97.09,0.0,10.66
2014062410,485.6,308.17,245.79,512.83,41.03,24.34,6.08,279.1,97.05,0.0,28.12
2014062411,289.55,193.66,185.06,314.35,39.96,26.04,6.22,279.3,97.04,0.0,42.36
2014062412,129.45,55.34,114.81,135.18,38.57,28.28,6.11,279.9,97.05,0.0,55.98
2014062413,18.38,0.5,21.33,18.7,36.86,31.6,5.12,280.7,97.09,0.0,73.39
2014062414,0.0,0.0,0.0,0.0,35.42,35.13,4.68,281.0,97.15,0.0,89.08
2014062415,0.0,0.0,0.0,0.0,34.52,37.87,4.83,280.9,97.2,0.0,80.85
2014062416,0.0,0.0,0.0,0.0,33.66,40.96,4.71,279.3,97.26,0.0,67.34
2014062417,0.0,0.0,0.0,0.0,32.83,44.33,4.26,276.1,97.28,0.0,96.57
2014062418,0.0,0.0,0.0,0.0,32.12,47.61,3.79,272.6,97.27,0.0,9.5
2014062419,0.0,0.0,0.0,0.0,31.44,50.94,3.34,270.7,97.25,0.0,7.37
2014062420,0.0,0.0,0.0,0.0,30.79,54.09,2.93,270.6,97.22,0.0,76.01
2014062421,0.0,0.0,0.0,0.0,30.23,56.7,2.42,270.2,97.21,0.01,46.92
2014062422,0.0,0.0,0.0,0.0,29.79,58.63,2.03,269.7,97.22,0.05,16.81
2014062423,0.0,0.0,0.0,0.0,29.48,59.96,1.82,267.5,97.26,0.16,80.09
2014062500,27.2,0.5,24.26,35.22,30.4,57.13,2.01,258.0,97.32,0.25,87.23
2014062501,103.32,6.98,87.81,158.9,32.86,48.83,2.89,249.3,97.39,0.2,93.1
2014062502,194.43,8.39,162.46,335.4,36.04,38.11,3.74,251.0,97.44,0.15,97.93
2014062503,300.45,46.59,202.7,521.58,37.22,35.67,3.47,257.7,97.47,209.12,90.98
2014062504,526.83,150.19,318.74,678.3,36.63,40.95,3.19,268.7,97.5,36.45,68.17
2014062505,498.2,44.56,367.65,800.92,37.39,38.93,2.97,278.7,97.5,0.02,98.45
2014062506,846.8,499.11,343.6,904.78,38.31,35.91,2.86,285.6,97.47,0.01,66.39
2014062507,864.6,475.08,315.11,894.88,39.13,33.07,2.91,289.9,97.41,0.01,42.46
2014062508,796.33,482.88,354.74,819.1,39.65,31.19,3.08,292.3,97.36,0.0,68.54
2014062509,654.03,395.72,291.05,685.08,39.77,30.22,3.16,292.7,97.32,0.0,54.6
2014062510,480.45,270.48,259.12,508.02,39.61,29.92,3.19,290.5,97.3,0.0,39.8
2014062511,286.88,182.32,181.14,311.48,39.06,30.35,3.19,287.7,97.3,0.0,35.58
2014062512,129.57,61.46,105.7,134.7,37.93,33.53,2.66,285.7,97.32,0.0,31.48
2014062513,18.83,0.36,20.66,19.0,35.45,47.74,1.69,285.4,97.36,0.01,27.72
2014062514,0.0,0.0,0.0,0.0,34.18,49.86,1.86,285.9,97.43,0.01,21.9
2014062515,0.0,0.0,0.0,0.0,33.4,51.13,2.07,287.5,97.5,0.02,31.46
2014062516,0.0,0.0,0.0,0.0,32.68,50.22,2.3,291.4,97.56,0.02,55.96
2014062517,0.0,0.0,0.0,0.0,31.95,51.11,2.42,297.5,97.57,0.02,29.1
2014062518,0.0,0.0,0.0,0.0,31.28,52.14,2.44,304.0,97.57,0.0,7.26
2014062519,0.0,0.0,0.0,0.0,30.53,56.84,2.38,308.5,97.55,46.41,19.95
2014062520,0.0,0.0,0.0,0.0,29.59,68.02,2.25,310.5,97.54,46.41,69.34
2014062521,0.0,0.0,0.0,0.0,29.08,75.26,1.98,311.3,97.54,46.41,27.32
2014062522,0.0,0.0,0.0,0.0,29.03,76.26,1.64,309.3,97.56,0.0,39.92
2014062523,0.0,0.0,0.0,0.0,29.11,73.82,1.35,301.1,97.61,0.01,51.53
2014062600,31.6,0.77,30.46,35.4,29.87,67.43,1.1,285.3,97.68,0.28,58.34
2014062601,124.5,30.91,109.87,161.18,31.29,51.23,1.24,259.8,97.74,0.52,65.18
2014062602,227.5,64.8,166.07,329.55,33.73,43.44,2.12,253.0,97.81,1.12,71.85
2014062603,385.77,121.27,243.37,517.05,36.23,37.34,3.04,261.7,97.86,0.01,69.39
2014062604,586.25,204.14,340.79,682.6,37.58,35.27,3.02,266.2,97.88,0.0,54.21
2014062605,780.15,392.15,346.57,803.35,38.6,33.76,2.85,266.4,97.87,0.08,44.53
2014062606,782.25,254.19,398.31,852.62,39.37,32.48,2.84,262.7,97.82,0.08,72.74
2014062607,751.17,306.29,374.81,848.95,39.84,31.7,3.07,259.9,97.75,0.05,33.95
2014062608,773.2,357.7,380.72,777.92,39.96,31.49,3.37,259.8,97.69,0.02,22.79
2014062609,648.45,322.81,321.57,649.22,39.72,31.78,3.85,263.0,97.64,0.01,9.67
2014062610,470.77,226.38,264.64,471.52,39.22,32.35,4.32,268.3,97.61,0.0,3.16
2014062611,287.9,139.15,194.55,288.45,38.4,33.46,4.64,273.2,97.59,0.0,2.74
2014062612,141.12,85.09,108.94,141.45,37.24,35.56,4.66,277.6,97.62,0.0,2.32
2014062613,17.42,0.0,17.24,17.45,35.29,41.89,3.07,281.5,97.68,0.0,1.89
2014062614,0.0,0.0,0.0,0.0,33.88,47.52,2.4,285.0,97.76,0.01,1.47
2014062615,0.0,0.0,0.0,0.0,33.31,49.43,2.27,286.7,97.84,0.01,1.05
2014062616,0.0,0.0,0.0,0.0,32.82,51.15,2.21,286.3,97.89,1.94,8.35
2014062617,0.0,0.0,0.0,0.0,32.3,52.71,2.24,285.3,97.91,0.0,74.02
2014062618,0.0,0.0,0.0,0.0,31.84,53.15,2.33,284.9,97.91,0.0,22.22
2014062619,0.0,0.0,0.0,0.0,31.36,53.86,2.47,285.3,97.89,0.51,97.99
2014062620,0.0,0.0,0.0,0.0,30.85,55.02,2.6,286.1,97.87,0.51,5.38
2014062621,0.0,0.0,0.0,0.0,30.38,56.33,2.56,287.0,97.86,0.51,7.42
2014062622,0.0,0.0,0.0,0.0,29.88,57.83,2.39,286.5,97.86,0.0,28.52
2014062623,0.0,0.0,0.0,0.0,29.48,58.78,2.23,285.8,97.89,0.0,29.61
2014062700,38.92,4.47,37.33,39.35,30.13,56.44,2.41,285.4,97.94,0.0,22.2
2014062701,182.6,117.13,141.12,184.98,31.82,50.3,2.68,284.7,98.0,0.0,14.4
2014062702,370.08,267.63,208.11,373.75,34.98,39.19,3.0,288.9,98.03,0.0,9.27
2014062703,568.7,405.56,241.44,570.17,37.04,33.73,3.22,287.1,98.06,0.0,9.32
2014062704,736.25,477.75,298.25,736.92,38.59,30.83,3.26,285.3,98.06,0.0,9.88
2014062705,843.75,459.45,368.73,854.67,39.89,28.54,3.25,284.2,98.03,0.0,13.08
2014062706,839.15,312.21,483.11,854.95,40.98,26.61,3.32,284.1,97.97,0.0,48.09
2014062707,819.42,294.84,441.87,839.55,41.75,25.17,3.51,283.8,97.88,0.0,45.62
2014062708,679.2,195.16,400.4,707.95,42.14,24.41,3.77,283.0,97.79,0.0,33.17
2014062709,575.78,197.61,344.66,582.38,42.12,24.02,4.11,281.1,97.71,0.0,12.44
2014062710,421.83,149.06,281.62,424.75,41.69,24.04,4.42,278.1,97.65,0.0,11.04
2014062711,250.45,81.74,187.44,254.93,40.83,24.75,4.64,275.6,97.61,0.0,16.62
2014062712,112.12,24.74,95.28,113.0,39.59,26.52,4.5,273.8,97.61,0.0,21.81
2014062713,17.77,0.35,19.57,18.12,36.98,34.58,2.67,272.4,97.65,0.0,32.34
2014062714,0.0,0.0,0.0,0.0,35.33,39.6,2.51,271.6,97.71,0.0,38.95
2014062715,0.0,0.0,0.0,0.0,34.61,41.27,2.53,273.6,97.77,0.0,48.38
2014062716,0.0,0.0,0.0,0.0,33.96,42.49,2.59,277.1,97.82,0.0,78.18
2014062717,0.0,0.0,0.0,0.0,33.37,43.32,2.73,281.2,97.84,0.0,29.51
2014062718,0.0,0.0,0.0,0.0,32.82,44.02,2.95,285.3,97.83,0.0,11.59
2014062719,0.0,0.0,0.0,0.0,32.32,44.72,3.22,288.3,97.8,0.0,10.53
2014062720,0.0,0.0,0.0,0.0,31.8,45.87,3.47,289.7,97.76,0.0,32.87
2014062721,0.0,0.0,0.0,0.0,31.22,47.87,3.43,289.6,97.74,0.0,13.77
2014062722,0.0,0.0,0.0,0.0,30.71,50.37,3.26,288.8,97.74,0.0,3.16
2014062723,0.0,0.0,0.0,0.0,30.32,52.98,3.15,287.7,97.76,0.0,3.42
2014062800,36.47,4.28,32.76,36.65,31.0,52.6,3.88,286.5,97.81,0.0,3.68
2014062801,172.73,103.01,126.14,173.98,32.83,49.03,4.0,283.2,97.86,0.0,3.95
2014062802,325.75,162.31,220.31,328.25,36.52,37.65,4.68,291.7,97.9,0.0,4.21
2014062803,536.8,323.26,259.9,538.75,38.56,32.31,4.7,295.0,97.93,0.0,7.62
2014062804,693.92,363.36,342.5,694.4,39.74,30.11,4.3,292.6,97.92,0.0,1.05
2014062805,811.88,385.67,412.81,818.42,40.67,28.36,3.93,287.8,97.87,0.0,12.4
2014062806,824.17,371.15,355.25,890.47,41.41,26.86,3.8,282.0,97.78,0.0,32.89
2014062807,747.15,359.67,326.51,885.33,41.88,25.97,3.97,277.7,97.67,0.0,53.83
2014062808,712.17,307.86,375.28,812.88,42.03,25.59,4.27,275.1,97.58,0.0,58.72
2014062809,602.28,345.24,274.92,681.05,41.84,25.54,4.44,274.9,97.5,0.01,34.87
2014062810,422.1,211.18,243.49,504.38,41.45,25.65,4.44,276.5,97.44,0.04,62.71
2014062811,258.05,100.86,194.65,305.6,40.69,26.33,4.26,278.1,97.41,0.18,66.15
2014062812,118.43,35.61,103.69,133.55,39.53,27.88,3.86,279.2,97.42,0.13,69.13
2014062813,17.5,0.49,20.31,19.58,37.07,36.91,2.08,279.7,97.45,0.01,73.45
2014062814,0.0,0.0,0.0,0.0,35.64,42.01,1.96,277.3,97.48,0.0,77.58
2014062815,0.0,0.0,0.0,0.0,35.05,43.15,1.98,272.9,97.52,0.01,77.92
2014062816,0.0,0.0,0.0,0.0,34.44,43.88,2.18,274.5,97.56,0.01,68.41
2014062817,0.0,0.0,0.0,0.0,34.09,43.83,2.34,280.8,97.57,0.0,92.48
2014062818,0.0,0.0,0.0,0.0,33.75,43.58,2.61,285.1,97.57,0.0,34.71
2014062819,0.0,0.0,0.0,0.0,33.23,44.55,2.89,286.7,97.54,0.88,19.04
2014062820,0.0,0.0,0.0,0.0,32.53,46.76,3.01,287.2,97.5,0.89,20.09
2014062821,0.0,0.0,0.0,0.0,31.79,49.07,2.94,285.6,97.48,0.99,70.45
2014062822,0.0,0.0,0.0,0.0,31.19,50.91,2.81,281.7,97.47,0.45,38.09
2014062823,0.0,0.0,0.0,0.0,30.76,51.9,2.7,275.9,97.49,0.75,51.8
2014062900,33.35,3.12,33.61,37.42,31.43,49.3,3.55,267.6,97.51,1.03,57.67
2014062901,158.57,68.26,134.09,177.98,33.4,42.94,4.76,259.8,97.55,0.09,62.43
2014062902,299.3,126.47,211.73,361.15,36.33,34.84,5.69,262.6,97.58,0.13,67.86
2014062903,514.67,292.25,268.49,554.95,38.01,31.48,5.55,268.6,97.6,0.0,65.16
2014062904,714.47,432.7,311.3,720.97,39.43,29.07,5.26,272.2,97.6,0.0,27.98
2014062905,713.47,329.72,370.14,836.9,40.64,27.05,5.28,272.8,97.57,0.0,79.55
2014062906,825.47,356.18,329.65,825.67,41.42,25.53,5.62,271.9,97.51,0.16,1.05
2014062907,820.62,321.96,380.78,826.2,41.96,24.3,6.14,271.4,97.41,1.45,7.83
2014062908,647.25,253.6,343.94,760.17,42.13,23.58,6.64,272.1,97.31,2.2,57.28
2014062909,598.55,267.18,319.59,637.38,41.96,23.36,6.77,273.2,97.24,11.32,29.63
2014062910,437.15,203.91,265.86,472.67,41.32,24.05,6.39,275.0,97.19,21.41,22.68
2014062911,288.0,125.09,200.12,298.62,40.11,26.05,5.71,277.8,97.16,20.54,38.91
2014062912,123.0,28.9,109.33,127.38,38.05,33.79,3.59,283.5,97.17,15.57,59.28
2014062913,19.4,0.0,21.85,19.05,35.22,50.28,2.44,297.6,97.25,19.77,80.09
2014062914,0.0,0.0,0.0,0.0,34.04,57.31,2.39,314.7,97.34,12.83,99.96
2014062915,0.0,0.0,0.0,0.0,33.55,59.79,2.29,326.2,97.4,5.96,95.78
2014062916,0.0,0.0,0.0,0.0,32.93,61.9,2.14,330.3,97.44,4.92,100.0
2014062917,0.0,0.0,0.0,0.0,32.3,64.17,1.94,330.7,97.45,2.41,99.02
2014062918,0.0,0.0,0.0,0.0,31.78,65.13,1.74,327.7,97.43,0.44,99.2
2014062919,0.0,0.0,0.0,0.0,31.44,63.29,1.53,321.1,97.39,0.12,100.0
2014062920,0.0,0.0,0.0,0.0,31.08,64.53,1.32,307.3,97.33,0.27,99.39
2014062921,0.0,0.0,0.0,0.0,30.92,64.04,1.03,289.3,97.31,0.01,99.56
2014062922,0.0,0.0,0.0,0.0,30.5,65.45,0.98,246.6,97.3,0.17,99.72
2014062923,0.0,0.0,0.0,0.0,29.74,66.12,1.62,229.2,97.33,0.52,99.62
2014063000,26.67,0.0,24.98,34.08,30.06,60.31,2.97,238.1,97.39,0.72,98.99
2014063001,106.53,7.61,92.02,159.52,31.59,50.62,5.04,248.6,97.47,0.58,97.62
2014063002,215.88,43.94,168.34,336.38,34.1,40.91,6.38,265.6,97.53,0.28,96.21
2014063003,381.27,109.51,271.91,520.6,36.23,35.8,6.64,275.8,97.58,1.5,96.36
2014063004,467.02,147.49,287.36,672.15,38.05,32.54,6.13,282.4,97.59,0.0,74.01
2014063005,572.9,106.45,410.93,792.53,39.41,30.28,5.6,285.5,97.56,0.02,98.03
2014063006,732.03,239.99,345.49,815.75,40.27,28.59,5.19,285.4,97.5,0.0,30.83
2014063007,627.67,71.67,408.33,819.3,40.9,27.11,4.85,282.1,97.42,0.0,97.81
2014063008,732.42,258.79,407.7,751.85,41.22,26.15,4.65,277.5,97.34,0.18,17.15
2014063009,619.35,235.0,363.66,630.38,41.24,25.67,4.53,273.5,97.27,0.93,15.95
2014063010,460.42,187.28,278.56,467.55,40.91,25.71,4.42,271.7,97.22,2.17,14.46
2014063011,267.48,101.85,200.43,286.08,40.13,26.59,4.2,273.1,97.19,8.18,33.39
2014063012,120.85,25.54,106.31,127.18,38.67,30.79,2.95,278.4,97.22,4.23,51.94
2014063013,18.42,0.0,20.08,19.08,36.01,46.41,1.78,291.1,97.28,21.52,72.47
2014063014,0.0,0.0,0.0,0.0,35.18,48.27,1.57,305.4,97.36,8.23,92.45
2014063015,0.0,0.0,0.0,0.0,34.9,47.81,1.42,306.1,97.44,3.17,90.33
2014063016,0.0,0.0,0.0,0.0,34.07,51.87,1.63,288.5,97.5,0.53,70.07
2014063017,0.0,0.0,0.0,0.0,33.19,52.97,2.1,273.8,97.54,0.23,68.32
2014063018,0.0,0.0,0.0,0.0,32.26,53.5,2.53,268.2,97.57,0.09,88.04
2014063019,0.0,0.0,0.0,0.0,31.39,53.46,2.91,268.0,97.57,1.34,99.75
2014063020,0.0,0.0,0.0,0.0,30.54,53.58,3.16,269.8,97.56,1.32,58.85
2014063021,0.0,0.0,0.0,0.0,29.73,54.46,2.95,270.6,97.54,1.31,92.17
2014063022,0.0,0.0,0.0,0.0,29.21,55.62,2.58,270.2,97.54,0.0,81.98
2014063023,0.0,0.0,0.0,0.0,28.91,56.45,2.37,265.6,97.56,0.0,99.65
2014070100,28.48,0.8,26.65,33.45,29.76,53.85,2.2,256.3,97.61,0.21,98.93
2014070101,116.3,32.17,98.53,156.68,31.98,43.42,3.62,248.6,97.67,0.78,99.13
2014070102,239.32,120.43,191.85,332.23,34.89,38.51,4.37,252.1,97.72,4.04,99.49
2014070103,411.05,124.43,324.94,518.2,37.14,35.96,4.02,262.3,97.78,0.25,99.51
2014070104,521.45,76.54,390.53,685.17,38.63,33.62,3.03,269.2,97.81,0.38,98.41
2014070105,571.15,20.62,449.28,804.08,39.72,31.51,2.31,267.3,97.8,0.08,98.84
2014070106,716.47,167.74,435.57,785.47,40.48,29.82,2.0,261.4,97.75,0.07,79.73
2014070107,753.22,215.95,434.19,787.65,40.99,28.54,1.94,257.8,97.68,0.07,40.92
2014070108,691.22,284.07,429.86,726.38,41.16,27.9,2.0,258.5,97.61,0.17,96.99
2014070109,591.7,189.85,342.99,608.17,40.67,28.23,2.15,259.3,97.56,0.78,43.91
2014070110,439.5,139.79,302.89,450.58,40.1,28.82,2.08,260.9,97.52,0.93,30.91
2014070111,260.23,87.43,201.0,277.45,39.23,29.95,1.73,265.0,97.51,2.55,47.81
2014070112,117.8,21.38,110.72,124.6,38.12,31.8,1.08,271.6,97.53,0.36,64.61
2014070113,18.38,0.0,20.39,19.52,36.97,37.51,0.14,0.0,97.59,0.2,82.44
2014070114,0.0,0.0,0.0,0.0,35.65,44.81,0.83,89.3,97.65,0.3,99.91
2014070115,0.0,0.0,0.0,0.0,34.69,46.64,1.38,96.2,97.72,0.37,99.88
2014070116,0.0,0.0,0.0,0.0,34.13,46.04,1.56,102.6,97.78,0.35,99.92
2014070117,0.0,0.0,0.0,0.0,33.59,47.55,1.58,107.6,97.79,0.27,99.5
2014070118,0.0,0.0,0.0,0.0,33.07,49.05,1.55,108.1,97.8,0.23,98.84
2014070119,0.0,0.0,0.0,0.0,32.59,50.54,1.46,105.9,97.8,0.26,97.94
2014070120,0.0,0.0,0.0,0.0,32.15,52.01,1.33,104.8,97.8,0.25,99.34
2014070121,0.0,0.0,0.0,0.0,31.71,53.32,1.35,113.5,97.8,0.1,99.01
2014070122,0.0,0.0,0.0,0.0,31.31,53.54,1.55,126.9,97.82,0.07,96.83
2014070123,0.0,0.0,0.0,0.0,30.94,53.18,1.75,137.1,97.85,0.07,95.76
2014070200,34.95,2.44,33.66,38.35,31.26,50.95,2.26,143.1,97.89,0.11,81.9
2014070201,163.05,74.06,140.19,181.85,32.88,43.76,3.48,149.8,97.93,0.07,68.76
2014070202,354.08,226.3,219.68,378.15,35.46,35.85,2.72,169.8,97.95,0.01,55.48
2014070203,528.2,302.31,276.35,575.17,37.05,32.47,1.81,188.9,97.96,0.64,46.65
2014070204,669.35,325.09,346.35,708.0,38.21,30.51,1.2,195.4,97.94,1.08,49.5
2014070205,736.6,403.24,333.94,851.33,39.21,28.74,0.96,189.6,97.88,0.24,53.88
2014070206,772.75,260.21,410.89,853.97,40.1,27.07,0.98,180.0,97.8,0.01,28.41
2014070207,724.55,232.19,397.71,847.6,40.73,25.68,1.07,178.9,97.69,0.04,51.2
2014070208,341.23,63.37,225.39,774.4,40.96,24.99,1.06,183.8,97.6,0.68,95.56
2014070209,265.1,24.4,193.06,645.9,40.8,24.89,1.14,202.7,97.54,2.85,96.88
2014070210,236.4,21.06,176.46,476.92,40.29,25.27,1.43,230.4,97.5,10.18,96.39
2014070211,167.48,7.51,141.52,291.05,39.32,26.66,1.85,252.1,97.5,14.01,97.14
2014070212,55.97,1.12,47.85,124.1,37.86,30.16,2.14,266.8,97.52,21.25,98.64
2014070213,14.88,0.0,15.83,18.7,35.44,44.44,1.7,277.8,97.59,21.53,98.16
2014070214,0.0,0.0,0.0,0.0,33.63,57.84,1.72,285.9,97.66,14.68,100.0
2014070215,0.0,0.0,0.0,0.0,32.62,61.89,1.94,288.1,97.72,15.14,99.96
2014070216,0.0,0.0,0.0,0.0,31.7,64.78,2.19,286.4,97.74,14.74,99.98
2014070217,0.0,0.0,0.0,0.0,30.87,67.58,2.44,284.5,97.71,18.78,97.71
2014070218,0.0,0.0,0.0,0.0,30.12,69.83,2.68,283.6,97.67,10.26,67.25
2014070219,0.0,0.0,0.0,0.0,29.57,70.45,2.91,284.3,97.62,9.81,55.79
2014070220,0.0,0.0,0.0,0.0,29.13,70.79,3.13,286.5,97.58,5.86,24.2
2014070221,0.0,0.0,0.0,0.0,28.79,71.0,3.15,288.1,97.54,3.93,92.85
2014070222,0.0,0.0,0.0,0.0,28.5,71.45,2.94,288.6,97.53,2.77,63.11
2014070223,0.0,0.0,0.0,0.0,28.26,71.97,2.63,288.4,97.53,3.13,42.11
2014070300,29.48,0.48,32.21,32.5,28.87,68.91,2.63,286.4,97.55,3.8,59.8
2014070301,119.03,19.03,103.52,155.12,30.44,60.46,3.07,281.3,97.57,6.03,76.81
2014070302,230.77,24.33,181.66,328.73,33.24,48.39,3.3,271.0,97.6,3.84,93.6
2014070303,321.33,143.84,205.55,513.1,34.93,43.48,3.03,260.1,97.62,13.53,93.88
2014070304,614.22,176.04,400.98,670.88,36.07,41.19,2.79,251.6,97.62,29.63,93.89
2014070305,600.6,108.44,385.82,783.53,36.81,40.01,2.87,245.8,97.58,20.86,84.93
2014070306,622.45,37.02,427.23,844.78,37.28,38.66,3.23,244.9,97.52,2.94,98.4
2014070307,613.75,134.6,338.55,825.47,37.8,36.85,3.73,247.5,97.43,3.6,86.42
2014070308,458.17,79.87,290.13,763.38,37.91,36.04,4.22,251.8,97.35,5.51,87.91
2014070309,314.58,22.71,232.95,641.1,37.7,36.31,4.64,258.7,97.29,1.97,97.11
2014070310,312.33,37.36,219.66,470.95,37.04,37.58,5.0,266.8,97.25,1.36,91.98
2014070311,200.65,18.85,173.8,286.77,36.03,39.84,5.18,272.9,97.25,2.71,89.57
2014070312,94.05,7.72,81.94,126.82,34.71,43.22,4.94,276.9,97.29,3.83,87.06
2014070313,16.77,0.0,18.22,19.58,32.92,50.67,3.34,278.1,97.36,6.45,83.69
2014070314,0.0,0.0,0.0,0.0,31.64,57.7,2.6,276.0,97.43,6.41,80.62
2014070315,0.0,0.0,0.0,0.0,31.11,60.45,2.43,273.3,97.49,3.71,87.03
2014070316,0.0,0.0,0.0,0.0,30.7,61.82,2.39,271.0,97.5,0.45,83.75
2014070317,0.0,0.0,0.0,0.0,30.37,62.13,2.44,270.5,97.47,0.05,88.35
2014070318,0.0,0.0,0.0,0.0,30.03,62.18,2.55,272.5,97.44,0.0,62.87
2014070319,0.0,0.0,0.0,0.0,29.73,61.99,2.69,274.9,97.4,0.0,42.92
2014070320,0.0,0.0,0.0,0.0,29.47,61.78,2.81,277.4,97.36,0.0,79.69
2014070321,0.0,0.0,0.0,0.0,29.17,62.04,2.78,279.3,97.33,0.0,56.75
